merchant_id,merchant_name,business_category,merchant_tier,onboard_date,state,city,kyc_status,risk_category,account_manager_id,monthly_gmv_band,is_active,churn_date,created_at
MER00341,CargoExpress Logistics748,E-Commerce,Silver,2022-05-04,Rajasthan,Jodhpur,Verified,Critical,AM011,10L-1Cr,TRUE,,2022-05-04 00:00:00
MER00342,SkyFly Travels295,Logistics,Bronze,2022-10-04,Maharashtra,Nagpur,Verified,Low,AM017,1L-10L,TRUE,,2022-10-04 00:00:00
MER00343,FreshDeal FMCG166,Insurance,Platinum,2021-10-25,Andhra Pradesh,Guntur,Verified,Medium,AM005,1L-10L,TRUE,,2021-10-25 00:00:00
MER00344,AgroLink Farms601,Travel,Bronze,2021-06-18,Gujarat,Ahmedabad,Verified,Medium,AM005,<1L,TRUE,,2021-06-18 00:00:00
MER00345,ShopKart India703,E-Commerce,Gold,2022-01-11,Uttar Pradesh,Varanasi,Pending,Low,AM018,1L-10L,TRUE,,2022-01-11 00:00:00
MER00346,TechNation Cloud149,Travel,Gold,2023-05-07,Punjab,Patiala,Verified,Medium,AM016,10L-1Cr,FALSE,2023-11-01,2023-05-07 00:00:00
MER00347,JetTravel Pvt Ltd811,EdTech,Bronze,2021-11-05,Punjab,Jalandhar,Verified,Medium,AM014,10L-1Cr,TRUE,,2021-11-05 00:00:00
MER00348,SwiftLog Solutions623,EdTech,Silver,2021-10-17,Kerala,Thrissur,Verified,Low,AM009,10L-1Cr,TRUE,,2021-10-17 00:00:00
MER00349,JetTravel Pvt Ltd466,Logistics,Silver,2021-06-14,Kerala,Thrissur,Verified,Low,AM003,>1Cr,FALSE,2023-01-03,2021-06-14 00:00:00
MER00350,MegaMall Retail687,EdTech,Silver,2021-04-03,Punjab,Amritsar,Pending,Medium,AM015,>1Cr,TRUE,,2021-04-03 00:00:00
MER00351,PlayStream Media370,E-Commerce,Platinum,2023-04-13,West Bengal,Durgapur,Verified,Medium,AM014,10L-1Cr,TRUE,,2023-04-13 00:00:00
MER00352,SwiftLog Solutions971,HealthTech,Bronze,2021-01-10,Madhya Pradesh,Jabalpur,Verified,Low,AM020,<1L,TRUE,,2021-01-10 00:00:00
MER00353,StreamZone OTT195,Travel,Bronze,2021-07-07,Gujarat,Rajkot,Verified,Low,AM016,10L-1Cr,TRUE,,2021-07-07 00:00:00
MER00354,PharmaEase Health916,HealthTech,Gold,2022-12-14,Tamil Nadu,Chennai,Verified,Medium,AM019,10L-1Cr,TRUE,,2022-12-14 00:00:00
MER00355,FreshDeal FMCG725,Retail,Bronze,2022-09-19,Rajasthan,Kota,Verified,Low,AM002,<1L,FALSE,2023-03-31,2022-09-19 00:00:00
MER00356,PharmaEase Health421,Media & Entertainment,Bronze,2022-11-26,Maharashtra,Pune,Rejected,Medium,AM011,1L-10L,TRUE,,2022-11-26 00:00:00
MER00357,GreenMart Organic817,Retail,Gold,2022-11-09,Haryana,Ambala,Verified,Medium,AM005,10L-1Cr,TRUE,,2022-11-09 00:00:00
MER00358,StyleHub Fashion727,Retail,Platinum,2021-06-10,Maharashtra,Thane,Pending,Low,AM016,1L-10L,TRUE,,2021-06-10 00:00:00
MER00359,ByteCart Technologies384,Travel,Silver,2022-07-18,Maharashtra,Pune,Verified,Low,AM019,1L-10L,TRUE,,2022-07-18 00:00:00
MER00360,QuickFix Services610,E-Commerce,Silver,2022-05-25,West Bengal,Kolkata,Verified,Low,AM018,<1L,TRUE,,2022-05-25 00:00:00
MER00361,MediQuick Health910,Insurance,Bronze,2022-10-15,Haryana,Faridabad,Verified,Low,AM011,1L-10L,TRUE,,2022-10-15 00:00:00
MER00362,LearnNow EdTech936,Media & Entertainment,Bronze,2021-12-06,Delhi,Noida,Verified,Low,AM015,<1L,TRUE,,2021-12-06 00:00:00
MER00363,LeapEdu Platform774,SaaS,Platinum,2021-12-30,Delhi,Rohini,Verified,Low,AM006,1L-10L,TRUE,,2021-12-30 00:00:00
MER00364,MegaMall Retail834,Logistics,Bronze,2021-04-20,Kerala,Thiruvananthapuram,Verified,High,AM007,1L-10L,TRUE,,2021-04-20 00:00:00
MER00365,DevOps360 SaaS295,Media & Entertainment,Silver,2023-02-15,Kerala,Kochi,Verified,Low,AM019,>1Cr,TRUE,,2023-02-15 00:00:00
MER00366,CloudSuite SaaS610,Travel,Silver,2021-02-19,Maharashtra,Thane,Pending,Medium,AM006,10L-1Cr,TRUE,,2021-02-19 00:00:00
MER00367,FreshDeal FMCG848,Media & Entertainment,Gold,2022-02-01,Andhra Pradesh,Guntur,Verified,Low,AM020,>1Cr,TRUE,,2022-02-01 00:00:00
MER00368,LeapEdu Platform354,Retail,Silver,2021-12-18,Telangana,Warangal,Verified,Medium,AM017,<1L,TRUE,,2021-12-18 00:00:00
MER00369,GreenMart Organic660,Logistics,Silver,2023-01-25,Andhra Pradesh,Vijayawada,Verified,Medium,AM012,>1Cr,TRUE,,2023-01-25 00:00:00
MER00370,CloudSuite SaaS827,FMCG,Bronze,2021-07-02,Punjab,Amritsar,Verified,Medium,AM019,1L-10L,TRUE,,2021-07-02 00:00:00
MER00371,RapidShip Courier827,Travel,Bronze,2023-05-12,Rajasthan,Jaipur,Verified,Low,AM005,<1L,TRUE,,2023-05-12 00:00:00
MER00372,LearnNow EdTech304,SaaS,Bronze,2021-06-14,Telangana,Warangal,Pending,Medium,AM010,<1L,TRUE,,2021-06-14 00:00:00
MER00373,StyleHub Fashion133,Insurance,Bronze,2021-04-15,Gujarat,Surat,Verified,Medium,AM008,1L-10L,TRUE,,2021-04-15 00:00:00
MER00374,DevOps360 SaaS917,Travel,Silver,2022-11-12,Kerala,Thrissur,Rejected,Critical,AM011,>1Cr,FALSE,2024-02-05,2022-11-12 00:00:00
MER00375,LearnNow EdTech113,Retail,Gold,2022-09-28,Kerala,Thiruvananthapuram,Pending,Medium,AM012,10L-1Cr,TRUE,,2022-09-28 00:00:00
MER00376,StyleHub Fashion856,SaaS,Gold,2023-01-13,Haryana,Hisar,Verified,Medium,AM006,>1Cr,TRUE,,2023-01-13 00:00:00
MER00377,StreamZone OTT626,SaaS,Silver,2022-03-15,Karnataka,Mysuru,Verified,High,AM001,1L-10L,TRUE,,2022-03-15 00:00:00
MER00378,GreenMart Organic258,Media & Entertainment,Gold,2021-11-27,Maharashtra,Nagpur,Verified,Medium,AM012,<1L,TRUE,,2021-11-27 00:00:00
MER00379,GreenMart Organic425,Insurance,Gold,2021-07-08,Uttar Pradesh,Kanpur,Verified,Medium,AM003,1L-10L,TRUE,,2021-07-08 00:00:00
MER00380,AgroLink Farms318,Media & Entertainment,Silver,2022-01-05,Punjab,Patiala,Rejected,High,AM001,<1L,TRUE,,2022-01-05 00:00:00
MER00381,EduPath Learning556,Logistics,Bronze,2022-09-21,Delhi,New Delhi,Verified,Low,AM004,1L-10L,TRUE,,2022-09-21 00:00:00
MER00382,StyleHub Fashion841,FMCG,Platinum,2022-06-14,Telangana,Nizamabad,Verified,Low,AM007,1L-10L,TRUE,,2022-06-14 00:00:00
MER00383,MediQuick Health198,E-Commerce,Bronze,2023-03-03,Tamil Nadu,Chennai,Verified,Medium,AM007,10L-1Cr,TRUE,,2023-03-03 00:00:00
MER00384,CargoExpress Logistics955,Travel,Gold,2023-04-29,Karnataka,Bengaluru,Verified,Low,AM015,10L-1Cr,TRUE,,2023-04-29 00:00:00
MER00385,LearnNow EdTech189,EdTech,Platinum,2023-03-25,Karnataka,Mysuru,Pending,Low,AM015,1L-10L,TRUE,,2023-03-25 00:00:00
MER00386,CargoExpress Logistics423,Media & Entertainment,Silver,2021-05-02,Maharashtra,Mumbai,Verified,Medium,AM003,1L-10L,TRUE,,2021-05-02 00:00:00
MER00387,SkyFly Travels208,SaaS,Bronze,2021-11-05,Telangana,Nizamabad,Verified,High,AM001,1L-10L,TRUE,,2021-11-05 00:00:00
MER00388,StyleHub Fashion325,Insurance,Bronze,2023-03-27,Tamil Nadu,Madurai,Rejected,Low,AM012,>1Cr,TRUE,,2023-03-27 00:00:00
MER00389,ShopKart India666,Media & Entertainment,Silver,2021-05-07,Andhra Pradesh,Nellore,Verified,High,AM010,<1L,FALSE,2023-02-12,2021-05-07 00:00:00
MER00390,StreamZone OTT843,HealthTech,Gold,2022-10-24,Gujarat,Surat,Verified,Medium,AM009,<1L,TRUE,,2022-10-24 00:00:00
MER00391,FreshDeal FMCG787,Insurance,Silver,2021-02-25,Madhya Pradesh,Gwalior,Verified,Low,AM003,<1L,TRUE,,2021-02-25 00:00:00
MER00392,JetTravel Pvt Ltd843,Logistics,Silver,2021-12-05,Haryana,Gurugram,Verified,Low,AM007,1L-10L,TRUE,,2021-12-05 00:00:00
MER00393,DataDrive Analytics436,Media & Entertainment,Bronze,2022-12-12,Haryana,Ambala,Verified,Critical,AM006,<1L,TRUE,,2022-12-12 00:00:00
MER00394,QuickMart Retail904,FMCG,Bronze,2022-10-19,Delhi,Dwarka,Verified,Low,AM016,1L-10L,TRUE,,2022-10-19 00:00:00
MER00395,EduPath Learning893,Media & Entertainment,Silver,2021-04-22,Telangana,Hyderabad,Pending,High,AM005,10L-1Cr,TRUE,,2021-04-22 00:00:00
MER00396,JetTravel Pvt Ltd369,E-Commerce,Bronze,2021-03-20,Kerala,Kochi,Verified,Medium,AM019,<1L,TRUE,,2021-03-20 00:00:00
MER00397,LearnNow EdTech664,HealthTech,Silver,2022-07-07,Telangana,Karimnagar,Verified,High,AM019,10L-1Cr,TRUE,,2022-07-07 00:00:00
MER00398,PlayStream Media237,Insurance,Silver,2021-04-03,West Bengal,Kolkata,Verified,High,AM020,10L-1Cr,TRUE,,2021-04-03 00:00:00
MER00399,LeapEdu Platform626,Media & Entertainment,Silver,2021-07-03,Tamil Nadu,Coimbatore,Verified,Low,AM012,<1L,TRUE,,2021-07-03 00:00:00
MER00400,LeapEdu Platform599,Logistics,Platinum,2022-01-14,Delhi,Rohini,Verified,High,AM002,<1L,TRUE,,2022-01-14 00:00:00
MER00401,PharmaEase Health431,SaaS,Bronze,2022-06-18,Karnataka,Hubli,Verified,Medium,AM013,10L-1Cr,TRUE,,2022-06-18 00:00:00
MER00402,EduPath Learning701,Travel,Bronze,2021-03-21,Punjab,Ludhiana,Verified,Low,AM012,1L-10L,TRUE,,2021-03-21 00:00:00
MER00403,GrocerFast App718,Logistics,Silver,2021-05-23,Maharashtra,Mumbai,Verified,Low,AM005,<1L,TRUE,,2021-05-23 00:00:00
MER00404,EduPath Learning716,FMCG,Bronze,2022-11-08,Kerala,Kochi,Verified,Low,AM007,1L-10L,TRUE,,2022-11-08 00:00:00
MER00405,PharmaEase Health953,Media & Entertainment,Platinum,2021-02-14,Rajasthan,Jodhpur,Verified,Medium,AM019,<1L,TRUE,,2021-02-14 00:00:00
MER00406,FreshDeal FMCG364,Media & Entertainment,Gold,2022-02-20,Bihar,Patna,Pending,Medium,AM010,>1Cr,TRUE,,2022-02-20 00:00:00
MER00407,JetTravel Pvt Ltd559,Logistics,Bronze,2023-06-08,Haryana,Hisar,Verified,Medium,AM006,1L-10L,TRUE,,2023-06-08 00:00:00
MER00408,SkyFly Travels370,Media & Entertainment,Bronze,2021-12-17,Tamil Nadu,Chennai,Verified,Low,AM004,<1L,TRUE,,2021-12-17 00:00:00
MER00409,SkyFly Travels980,Media & Entertainment,Silver,2022-03-06,Bihar,Patna,Verified,High,AM020,<1L,TRUE,,2022-03-06 00:00:00
MER00410,DevOps360 SaaS644,HealthTech,Bronze,2021-04-06,Uttar Pradesh,Lucknow,Pending,Medium,AM014,1L-10L,TRUE,,2021-04-06 00:00:00
MER00411,EduPath Learning995,Retail,Bronze,2022-03-16,Maharashtra,Thane,Verified,High,AM019,<1L,TRUE,,2022-03-16 00:00:00
MER00412,CloudSuite SaaS360,Media & Entertainment,Bronze,2023-05-30,West Bengal,Siliguri,Verified,Low,AM001,1L-10L,TRUE,,2023-05-30 00:00:00
MER00413,SwiftLog Solutions632,FMCG,Silver,2021-07-30,Maharashtra,Thane,Verified,Low,AM019,<1L,TRUE,,2021-07-30 00:00:00
MER00414,QuickFix Services648,Travel,Silver,2022-09-19,Rajasthan,Jodhpur,Verified,Medium,AM016,<1L,TRUE,,2022-09-19 00:00:00
MER00415,StyleHub Fashion668,Travel,Gold,2021-11-11,West Bengal,Howrah,Pending,Medium,AM008,1L-10L,TRUE,,2021-11-11 00:00:00
MER00416,GreenMart Organic265,Insurance,Gold,2022-02-15,Karnataka,Bengaluru,Verified,Critical,AM001,10L-1Cr,TRUE,,2022-02-15 00:00:00
MER00417,MegaMall Retail248,SaaS,Bronze,2022-03-22,West Bengal,Howrah,Verified,Medium,AM013,>1Cr,TRUE,,2022-03-22 00:00:00
MER00418,HealthFirst Clinics728,E-Commerce,Silver,2022-12-30,Punjab,Ludhiana,Verified,Low,AM007,10L-1Cr,TRUE,,2022-12-30 00:00:00
MER00419,PrintPro Design923,Insurance,Silver,2021-02-04,Uttar Pradesh,Kanpur,Verified,Medium,AM012,<1L,TRUE,,2021-02-04 00:00:00
MER00420,ShopKart India261,Travel,Bronze,2023-03-10,Karnataka,Mangaluru,Verified,Medium,AM003,>1Cr,TRUE,,2023-03-10 00:00:00
MER00421,StyleHub Fashion391,SaaS,Bronze,2022-08-20,Kerala,Thiruvananthapuram,Verified,Low,AM013,1L-10L,TRUE,,2022-08-20 00:00:00
MER00422,SafeShield Insurance279,FMCG,Silver,2022-07-27,Rajasthan,Jaipur,Verified,Critical,AM018,10L-1Cr,FALSE,2023-07-23,2022-07-27 00:00:00
MER00423,FinSecure Broking356,Logistics,Silver,2022-01-22,Kerala,Kozhikode,Rejected,Low,AM015,10L-1Cr,TRUE,,2022-01-22 00:00:00
MER00424,QuickFix Services128,Logistics,Gold,2021-03-11,West Bengal,Howrah,Verified,Low,AM012,1L-10L,TRUE,,2021-03-11 00:00:00
MER00425,ShopKart India817,FMCG,Gold,2021-10-22,Andhra Pradesh,Visakhapatnam,Verified,Low,AM011,1L-10L,TRUE,,2021-10-22 00:00:00
MER00426,AgroLink Farms687,Logistics,Gold,2023-02-04,Telangana,Nizamabad,Verified,Low,AM008,10L-1Cr,TRUE,,2023-02-04 00:00:00
MER00427,JetTravel Pvt Ltd334,HealthTech,Bronze,2023-05-07,Delhi,New Delhi,Verified,Low,AM016,1L-10L,TRUE,,2023-05-07 00:00:00
MER00428,LeapEdu Platform977,Media & Entertainment,Bronze,2023-05-19,Uttar Pradesh,Agra,Verified,Critical,AM019,10L-1Cr,TRUE,,2023-05-19 00:00:00
MER00429,GrocerFast App287,Media & Entertainment,Bronze,2021-10-14,Madhya Pradesh,Indore,Verified,Medium,AM016,>1Cr,TRUE,,2021-10-14 00:00:00
MER00430,LearnNow EdTech614,Retail,Silver,2022-12-04,Gujarat,Ahmedabad,Verified,Low,AM001,<1L,TRUE,,2022-12-04 00:00:00
MER00431,JetTravel Pvt Ltd488,SaaS,Gold,2022-01-06,Haryana,Faridabad,Verified,Low,AM016,>1Cr,TRUE,,2022-01-06 00:00:00
MER00432,ByteCart Technologies474,FMCG,Silver,2021-08-04,Tamil Nadu,Madurai,Pending,Low,AM006,1L-10L,TRUE,,2021-08-04 00:00:00
MER00433,FinSecure Broking802,Logistics,Bronze,2023-01-09,Delhi,Noida,Pending,Low,AM005,1L-10L,TRUE,,2023-01-09 00:00:00
MER00434,ShopKart India280,Insurance,Silver,2023-05-20,Rajasthan,Udaipur,Verified,Low,AM018,10L-1Cr,TRUE,,2023-05-20 00:00:00
MER00435,LearnNow EdTech507,SaaS,Bronze,2021-03-03,Karnataka,Mangaluru,Pending,Low,AM011,<1L,TRUE,,2021-03-03 00:00:00
MER00436,EduPath Learning673,Travel,Bronze,2021-09-21,Uttar Pradesh,Lucknow,Verified,Medium,AM020,<1L,TRUE,,2021-09-21 00:00:00
MER00437,FinSecure Broking765,FMCG,Silver,2023-03-11,Punjab,Patiala,Verified,Low,AM003,1L-10L,TRUE,,2023-03-11 00:00:00
MER00438,PlayStream Media574,FMCG,Bronze,2023-06-09,Punjab,Patiala,Verified,Medium,AM003,<1L,TRUE,,2023-06-09 00:00:00
MER00439,ByteCart Technologies333,Media & Entertainment,Silver,2021-10-26,Gujarat,Rajkot,Verified,Low,AM012,10L-1Cr,TRUE,,2021-10-26 00:00:00
MER00440,SkyFly Travels561,SaaS,Gold,2023-05-25,Rajasthan,Jaipur,Verified,Low,AM004,<1L,FALSE,2024-03-20,2023-05-25 00:00:00
MER00441,AgroLink Farms584,EdTech,Platinum,2023-03-01,Uttar Pradesh,Lucknow,Verified,Low,AM013,1L-10L,TRUE,,2023-03-01 00:00:00
MER00442,QuickMart Retail855,HealthTech,Silver,2021-05-10,Telangana,Hyderabad,Verified,Low,AM011,10L-1Cr,TRUE,,2021-05-10 00:00:00
MER00443,DataDrive Analytics991,Insurance,Bronze,2022-07-16,Uttar Pradesh,Kanpur,Verified,Low,AM019,1L-10L,TRUE,,2022-07-16 00:00:00
MER00444,PharmaEase Health754,Logistics,Silver,2021-12-22,Uttar Pradesh,Lucknow,Verified,Low,AM009,<1L,TRUE,,2021-12-22 00:00:00
MER00445,ShopKart India100,SaaS,Bronze,2023-05-19,Uttar Pradesh,Varanasi,Verified,Medium,AM016,>1Cr,TRUE,,2023-05-19 00:00:00
MER00446,GrocerFast App406,Logistics,Bronze,2023-03-29,Maharashtra,Mumbai,Verified,Low,AM018,1L-10L,TRUE,,2023-03-29 00:00:00
MER00447,QuickMart Retail267,Logistics,Bronze,2022-02-04,Kerala,Kozhikode,Verified,Medium,AM017,10L-1Cr,TRUE,,2022-02-04 00:00:00
MER00448,PrintPro Design727,Insurance,Bronze,2021-10-06,Madhya Pradesh,Jabalpur,Verified,High,AM006,<1L,TRUE,,2021-10-06 00:00:00
MER00449,SwiftLog Solutions752,Retail,Silver,2021-10-06,West Bengal,Howrah,Verified,Low,AM018,<1L,TRUE,,2021-10-06 00:00:00
MER00450,SwiftLog Solutions388,Logistics,Gold,2022-03-25,Telangana,Hyderabad,Verified,Low,AM011,1L-10L,TRUE,,2022-03-25 00:00:00
MER00451,DevOps360 SaaS918,E-Commerce,Bronze,2022-04-20,West Bengal,Durgapur,Verified,Medium,AM005,<1L,TRUE,,2022-04-20 00:00:00
MER00452,LeapEdu Platform501,SaaS,Silver,2021-07-05,Karnataka,Mangaluru,Pending,Low,AM008,1L-10L,TRUE,,2021-07-05 00:00:00
MER00453,DataDrive Analytics353,EdTech,Bronze,2021-07-23,Kerala,Thiruvananthapuram,Verified,Medium,AM010,>1Cr,TRUE,,2021-07-23 00:00:00
MER00454,FreshDeal FMCG744,SaaS,Platinum,2022-07-17,Kerala,Thrissur,Verified,Low,AM002,10L-1Cr,TRUE,,2022-07-17 00:00:00
MER00455,JetTravel Pvt Ltd215,Media & Entertainment,Bronze,2021-11-29,Delhi,New Delhi,Verified,Low,AM002,1L-10L,FALSE,2022-11-06,2021-11-29 00:00:00
MER00456,GreenMart Organic586,Logistics,Silver,2022-01-16,Kerala,Thiruvananthapuram,Verified,Medium,AM011,>1Cr,TRUE,,2022-01-16 00:00:00
MER00457,LeapEdu Platform740,Insurance,Platinum,2022-10-23,Maharashtra,Mumbai,Verified,Low,AM018,10L-1Cr,TRUE,,2022-10-23 00:00:00
MER00458,LeapEdu Platform455,Travel,Bronze,2023-01-21,Madhya Pradesh,Jabalpur,Verified,Low,AM002,1L-10L,TRUE,,2023-01-21 00:00:00
MER00459,DataDrive Analytics672,HealthTech,Silver,2022-05-17,Telangana,Karimnagar,Verified,Low,AM020,>1Cr,TRUE,,2022-05-17 00:00:00
MER00460,StyleHub Fashion264,SaaS,Silver,2022-04-06,Karnataka,Hubli,Verified,Medium,AM017,1L-10L,TRUE,,2022-04-06 00:00:00
MER00461,FreshDeal FMCG119,FMCG,Bronze,2023-03-06,Haryana,Gurugram,Verified,Medium,AM013,<1L,TRUE,,2023-03-06 00:00:00
MER00462,RapidShip Courier609,Travel,Silver,2022-09-20,Madhya Pradesh,Jabalpur,Verified,Medium,AM003,<1L,TRUE,,2022-09-20 00:00:00
MER00463,CloudSuite SaaS282,EdTech,Platinum,2021-04-20,Andhra Pradesh,Visakhapatnam,Verified,High,AM016,1L-10L,TRUE,,2021-04-20 00:00:00
MER00464,GreenMart Organic704,EdTech,Platinum,2021-08-15,Telangana,Hyderabad,Pending,Low,AM016,>1Cr,TRUE,,2021-08-15 00:00:00
MER00465,MegaMall Retail181,Travel,Bronze,2021-03-04,West Bengal,Durgapur,Verified,Low,AM020,<1L,TRUE,,2021-03-04 00:00:00
MER00466,LearnNow EdTech851,Insurance,Bronze,2021-03-21,Karnataka,Bengaluru,Verified,Low,AM013,<1L,TRUE,,2021-03-21 00:00:00
MER00467,SkyFly Travels772,Insurance,Silver,2021-07-03,Delhi,Noida,Verified,Medium,AM019,1L-10L,TRUE,,2021-07-03 00:00:00
MER00468,DataDrive Analytics819,HealthTech,Silver,2021-04-17,Punjab,Patiala,Verified,Medium,AM018,>1Cr,TRUE,,2021-04-17 00:00:00
MER00469,DataDrive Analytics460,Travel,Silver,2021-11-29,Bihar,Bhagalpur,Pending,Low,AM008,1L-10L,TRUE,,2021-11-29 00:00:00
MER00470,JetTravel Pvt Ltd484,Retail,Silver,2023-02-02,Madhya Pradesh,Gwalior,Rejected,Low,AM002,>1Cr,TRUE,,2023-02-02 00:00:00
MER00471,TechNation Cloud116,Logistics,Gold,2021-11-06,Uttar Pradesh,Agra,Verified,High,AM009,>1Cr,FALSE,2022-08-20,2021-11-06 00:00:00
MER00472,SkyFly Travels669,Retail,Bronze,2021-06-08,Haryana,Ambala,Verified,Low,AM019,<1L,TRUE,,2021-06-08 00:00:00
MER00473,SafeShield Insurance930,Logistics,Gold,2022-02-14,Telangana,Hyderabad,Verified,Medium,AM006,1L-10L,TRUE,,2022-02-14 00:00:00
MER00474,AgroLink Farms806,SaaS,Silver,2021-04-08,Kerala,Kochi,Verified,Medium,AM003,10L-1Cr,TRUE,,2021-04-08 00:00:00
MER00475,PrintPro Design889,EdTech,Silver,2023-04-17,Gujarat,Surat,Verified,High,AM001,1L-10L,TRUE,,2023-04-17 00:00:00
MER00476,PharmaEase Health491,Media & Entertainment,Silver,2021-02-12,Maharashtra,Pune,Verified,Medium,AM005,<1L,TRUE,,2021-02-12 00:00:00
MER00477,StreamZone OTT502,Logistics,Bronze,2022-08-13,West Bengal,Siliguri,Verified,Low,AM005,1L-10L,TRUE,,2022-08-13 00:00:00
MER00478,GrocerFast App685,Travel,Platinum,2022-02-13,Kerala,Thrissur,Verified,Low,AM005,1L-10L,TRUE,,2022-02-13 00:00:00
MER00479,JetTravel Pvt Ltd599,Insurance,Bronze,2021-07-20,Rajasthan,Jodhpur,Verified,Low,AM014,1L-10L,TRUE,,2021-07-20 00:00:00
MER00480,PrintPro Design689,FMCG,Gold,2022-02-28,Karnataka,Mysuru,Verified,Medium,AM001,10L-1Cr,TRUE,,2022-02-28 00:00:00
MER00481,FreshDeal FMCG458,HealthTech,Bronze,2023-04-03,Haryana,Hisar,Verified,High,AM007,10L-1Cr,TRUE,,2023-04-03 00:00:00
MER00482,CloudSuite SaaS875,Logistics,Bronze,2021-04-26,Kerala,Thiruvananthapuram,Pending,High,AM001,1L-10L,TRUE,,2021-04-26 00:00:00
MER00483,DevOps360 SaaS213,Insurance,Silver,2021-01-24,Telangana,Warangal,Verified,Medium,AM009,1L-10L,TRUE,,2021-01-24 00:00:00
MER00484,TechNation Cloud847,Insurance,Bronze,2022-11-16,Tamil Nadu,Chennai,Verified,Low,AM007,10L-1Cr,FALSE,2024-09-02,2022-11-16 00:00:00
MER00485,TechNation Cloud377,FMCG,Silver,2021-01-09,Maharashtra,Mumbai,Verified,High,AM013,<1L,FALSE,2021-12-12,2021-01-09 00:00:00
MER00486,HealthFirst Clinics620,Media & Entertainment,Gold,2021-11-20,Kerala,Kochi,Verified,Medium,AM015,1L-10L,TRUE,,2021-11-20 00:00:00
MER00487,GreenMart Organic122,Retail,Gold,2022-06-27,Maharashtra,Thane,Verified,Low,AM012,1L-10L,TRUE,,2022-06-27 00:00:00
MER00488,PlayStream Media341,Travel,Gold,2021-03-05,Uttar Pradesh,Lucknow,Rejected,High,AM008,<1L,TRUE,,2021-03-05 00:00:00
MER00489,AgroLink Farms502,Media & Entertainment,Gold,2023-01-18,Punjab,Ludhiana,Verified,Medium,AM014,>1Cr,TRUE,,2023-01-18 00:00:00
MER00490,PrintPro Design719,HealthTech,Silver,2021-05-15,Gujarat,Surat,Pending,Low,AM017,>1Cr,TRUE,,2021-05-15 00:00:00
MER00491,CargoExpress Logistics888,FMCG,Bronze,2022-08-02,Tamil Nadu,Chennai,Verified,High,AM004,<1L,TRUE,,2022-08-02 00:00:00
MER00492,MegaMall Retail249,Travel,Platinum,2021-11-23,Kerala,Thrissur,Verified,Medium,AM009,<1L,TRUE,,2021-11-23 00:00:00
MER00493,JetTravel Pvt Ltd209,Media & Entertainment,Gold,2023-02-20,Tamil Nadu,Madurai,Verified,Medium,AM020,<1L,TRUE,,2023-02-20 00:00:00
MER00494,RapidShip Courier126,Insurance,Platinum,2023-03-10,Gujarat,Rajkot,Verified,Low,AM013,1L-10L,TRUE,,2023-03-10 00:00:00
MER00495,CloudSuite SaaS267,E-Commerce,Gold,2022-02-23,Delhi,Rohini,Rejected,Low,AM007,10L-1Cr,TRUE,,2022-02-23 00:00:00
MER00496,MediQuick Health281,Retail,Bronze,2022-03-26,Bihar,Muzaffarpur,Pending,High,AM014,1L-10L,TRUE,,2022-03-26 00:00:00
MER00497,LearnNow EdTech722,Media & Entertainment,Bronze,2023-01-08,Kerala,Kochi,Verified,Low,AM002,10L-1Cr,TRUE,,2023-01-08 00:00:00
MER00498,QuickMart Retail631,Insurance,Silver,2023-01-23,Uttar Pradesh,Lucknow,Verified,Low,AM010,10L-1Cr,FALSE,2024-04-23,2023-01-23 00:00:00
MER00499,PlayStream Media572,Insurance,Silver,2022-09-20,Tamil Nadu,Coimbatore,Verified,Medium,AM003,10L-1Cr,TRUE,,2022-09-20 00:00:00
MER00500,SwiftLog Solutions284,Travel,Silver,2022-12-14,Madhya Pradesh,Gwalior,Verified,Low,AM015,1L-10L,TRUE,,2022-12-14 00:00:00
MER00501,GreenMart Organic306,HealthTech,Silver,2021-09-14,Bihar,Patna,Verified,Medium,AM012,<1L,TRUE,,2021-09-14 00:00:00
MER00502,GreenMart Organic493,HealthTech,Bronze,2022-06-08,Kerala,Thrissur,Verified,Low,AM006,>1Cr,TRUE,,2022-06-08 00:00:00
MER00503,FinSecure Broking992,HealthTech,Bronze,2021-06-16,Punjab,Amritsar,Verified,Low,AM015,<1L,TRUE,,2021-06-16 00:00:00
MER00504,FreshDeal FMCG220,E-Commerce,Gold,2021-07-27,Bihar,Bhagalpur,Verified,Low,AM001,1L-10L,FALSE,2022-06-11,2021-07-27 00:00:00
MER00505,GrocerFast App343,Retail,Silver,2022-05-03,Delhi,New Delhi,Verified,Low,AM018,<1L,TRUE,,2022-05-03 00:00:00
MER00506,PharmaEase Health670,E-Commerce,Bronze,2021-02-20,Andhra Pradesh,Guntur,Verified,High,AM019,10L-1Cr,TRUE,,2021-02-20 00:00:00
MER00507,PlayStream Media439,HealthTech,Gold,2021-04-22,Bihar,Gaya,Verified,Medium,AM020,1L-10L,TRUE,,2021-04-22 00:00:00
MER00508,StyleHub Fashion281,EdTech,Bronze,2022-01-04,West Bengal,Durgapur,Verified,High,AM003,10L-1Cr,TRUE,,2022-01-04 00:00:00
MER00509,MegaMall Retail663,SaaS,Silver,2021-05-18,Karnataka,Hubli,Verified,Medium,AM007,1L-10L,TRUE,,2021-05-18 00:00:00
MER00510,SwiftLog Solutions685,Retail,Bronze,2022-06-26,Kerala,Kozhikode,Verified,High,AM009,1L-10L,TRUE,,2022-06-26 00:00:00
